Primary Type,Description,Arrest,Beat,Community Area,,
PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,FALSE,1223,28,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1533,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1021,29,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,222,39,,
BURGLARY,ATTEMPT FORCIBLE ENTRY,FALSE,1121,23,,
THEFT,$500 AND UNDER,FALSE,1214,24,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1214,24,,
BATTERY,SIMPLE,FALSE,831,66,,
BURGLARY,FORCIBLE ENTRY,FALSE,1622,15,,
ROBBERY,ARMED: HANDGUN,FALSE,1812,7,,
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,TRUE,1121,23,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,333,43,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1121,23,,
NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,TRUE,1532,25,,
THEFT,$500 AND UNDER,FALSE,224,38,,
THEFT,$500 AND UNDER,FALSE,2412,2,,
THEFT,RETAIL THEFT,FALSE,1811,7,,
NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,TRUE,612,71,,
THEFT,OVER $500,FALSE,1911,5,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1512,25,,
ROBBERY,ARMED: HANDGUN,FALSE,2412,2,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,2533,25,,
OTHER OFFENSE,LICENSE VIOLATION,TRUE,1011,29,,
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,FALSE,533,54,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,923,63,,
THEFT,$500 AND UNDER,FALSE,1524,25,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1934,6,,
OTHER OFFENSE,OTHER CRIME AGAINST PERSON,FALSE,2022,77,,
THEFT,FROM BUILDING,FALSE,1232,28,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1634,15,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1234,31,,
ASSAULT,SIMPLE,TRUE,722,69,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1014,29,,
BURGLARY,FORCIBLE ENTRY,FALSE,123,32,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,621,71,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,922,58,,
THEFT,OVER $500,TRUE,123,32,,
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TRUE,2533,25,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,1134,27,,
THEFT,$500 AND UNDER,FALSE,611,71,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1223,28,,
BATTERY,SIMPLE,FALSE,323,69,,
BATTERY,SIMPLE,FALSE,831,66,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,731,69,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TRUE,915,34,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1223,28,,
THEFT,$500 AND UNDER,FALSE,1223,28,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1513,25,,
CRIMINAL DAMAGE,TO PROPERTY,TRUE,412,46,,
NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,TRUE,1622,10,,
BURGLARY,FORCIBLE ENTRY,FALSE,1031,30,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,324,43,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1014,29,,
BURGLARY,UNLAWFUL ENTRY,FALSE,921,58,,
ASSAULT,SIMPLE,FALSE,533,54,,
ROBBERY,ARMED: HANDGUN,FALSE,122,32,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,412,47,,
ASSAULT,SIMPLE,TRUE,112,32,,
PROSTITUTION,SOLICIT OFF PUBLIC WAY,TRUE,914,60,,
THEFT,OVER $500,FALSE,1135,28,,
THEFT,RETAIL THEFT,FALSE,111,32,,
CRIMINAL TRESPASS,TO STATE SUP LAND,TRUE,434,51,,
THEFT,FROM BUILDING,FALSE,1834,8,,
THEFT,$500 AND UNDER,FALSE,1422,22,,
THEFT,OVER $500,FALSE,821,57,,
THEFT,OVER $500,FALSE,1214,24,,
THEFT,OVER $500,FALSE,1814,7,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,731,69,,
THEFT,FROM BUILDING,FALSE,2535,22,,
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,FALSE,1533,25,,
THEFT,$500 AND UNDER,FALSE,715,67,,
THEFT,$500 AND UNDER,FALSE,422,46,,
MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",FALSE,112,32,,
THEFT,OVER $500,FALSE,1732,21,,
BATTERY,SIMPLE,FALSE,1512,25,,
NARCOTICS,POSS: CRACK,TRUE,1011,29,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,612,71,,
OTHER OFFENSE,OTHER WEAPONS VIOLATION,TRUE,722,68,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1731,16,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,513,50,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,TRUE,824,63,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,925,61,,
THEFT,OVER $500,FALSE,2212,75,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1133,29,,
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,TRUE,2515,19,,
THEFT,OVER $500,FALSE,1925,6,,
BATTERY,SIMPLE,FALSE,1533,25,,
BATTERY,AGGRAVATED: OTHER DANG WEAPON,FALSE,831,66,,
DECEPTIVE PRACTICE,BOGUS CHECK,FALSE,632,44,,
BURGLARY,UNLAWFUL ENTRY,FALSE,725,67,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,911,58,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,431,51,,
THEFT,RETAIL THEFT,TRUE,112,32,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2533,25,,
CRIMINAL DAMAGE,TO VEHICLE,TRUE,313,42,,
THEFT,OVER $500,FALSE,111,32,,
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,FALSE,613,71,,
THEFT,POCKET-PICKING,FALSE,111,32,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,1122,26,,
ROBBERY,ARMED: HANDGUN,FALSE,914,34,,
ROBBERY,VEHICULAR HIJACKING,FALSE,1531,25,,
THEFT,$500 AND UNDER,FALSE,1215,28,,
ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,FALSE,1913,3,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,531,49,,
THEFT,RETAIL THEFT,FALSE,412,48,,
BURGLARY,FORCIBLE ENTRY,FALSE,1733,16,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2422,1,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,834,70,,
BATTERY,SIMPLE,FALSE,933,61,,
BATTERY,SIMPLE,TRUE,1023,31,,
BURGLARY,FORCIBLE ENTRY,FALSE,413,48,,
THEFT,$500 AND UNDER,FALSE,331,43,,
BATTERY,SIMPLE,FALSE,221,38,,
THEFT,FROM BUILDING,FALSE,214,38,,
THEFT,FROM BUILDING,FALSE,2432,1,,
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,FALSE,922,58,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,2432,1,,
THEFT,FROM BUILDING,FALSE,233,41,,
THEFT,OVER $500,FALSE,1824,8,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,2234,75,,
THEFT,$500 AND UNDER,FALSE,821,57,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,924,61,,
BATTERY,SIMPLE,FALSE,221,38,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,313,42,,
THEFT,OVER $500,FALSE,833,70,,
BURGLARY,FORCIBLE ENTRY,FALSE,2532,25,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,431,51,,
BURGLARY,FORCIBLE ENTRY,FALSE,1634,15,,
THEFT,$500 AND UNDER,FALSE,2433,77,,
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,FALSE,322,69,,
THEFT,OVER $500,FALSE,2511,17,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,914,60,,
THEFT,OVER $500,FALSE,1933,6,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,222,39,,
THEFT,OVER $500,FALSE,1723,14,,
THEFT,$500 AND UNDER,FALSE,215,38,,
THEFT,RETAIL THEFT,FALSE,1913,3,,
ROBBERY,AGGRAVATED,FALSE,234,41,,
ASSAULT,SIMPLE,FALSE,323,69,,
BATTERY,SIMPLE,TRUE,113,32,,
DECEPTIVE PRACTICE,BOGUS CHECK,FALSE,613,71,,
OTHER OFFENSE,OTHER WEAPONS VIOLATION,TRUE,313,42,,
BATTERY,SIMPLE,FALSE,722,68,,
STALKING,SIMPLE,FALSE,1114,26,,
THEFT,OVER $500,TRUE,111,32,,
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,FALSE,132,33,,
THEFT,FROM BUILDING,FALSE,113,32,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,2523,21,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,633,44,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2413,2,,
ROBBERY,ARMED: HANDGUN,FALSE,1024,30,,
ROBBERY,ARMED: HANDGUN,FALSE,1013,30,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1524,25,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1834,8,,
ROBBERY,ARMED: HANDGUN,FALSE,1221,24,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,711,68,,
LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,TRUE,2422,1,,
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,FALSE,1432,22,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1634,15,,
ASSAULT,SIMPLE,FALSE,1214,24,,
ROBBERY,ARMED: HANDGUN,FALSE,1033,30,,
THEFT,$500 AND UNDER,FALSE,723,68,,
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,FALSE,611,71,,
THEFT,$500 AND UNDER,TRUE,1922,6,,
THEFT,POCKET-PICKING,FALSE,2032,4,,
THEFT,$500 AND UNDER,FALSE,2211,74,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,914,60,,
OTHER OFFENSE,PAROLE VIOLATION,TRUE,421,43,,
THEFT,$500 AND UNDER,FALSE,1134,27,,
ASSAULT,SIMPLE,TRUE,1533,25,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,1225,28,,
ROBBERY,ARMED: HANDGUN,FALSE,1023,30,,
THEFT,OVER $500,FALSE,2432,1,,
ASSAULT,SIMPLE,FALSE,2212,72,,
THEFT,FROM BUILDING,FALSE,2211,74,,
CRIMINAL TRESPASS,TO VEHICLE,FALSE,1923,6,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,832,66,,
ASSAULT,SIMPLE,FALSE,621,71,,
ROBBERY,ARMED: HANDGUN,FALSE,1023,30,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,932,61,,
BATTERY,SIMPLE,FALSE,213,35,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,FALSE,832,66,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,413,48,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,123,32,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,413,48,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1133,26,,
BATTERY,SIMPLE,FALSE,333,43,,
THEFT,RETAIL THEFT,TRUE,1732,21,,
CRIMINAL TRESPASS,TO LAND,TRUE,924,61,,
ASSAULT,SIMPLE,FALSE,1411,21,,
OTHER OFFENSE,TAMPER WITH MOTOR VEHICLE,FALSE,833,70,,
BURGLARY,FORCIBLE ENTRY,FALSE,1612,10,,
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,FALSE,411,43,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1724,16,,
THEFT,FROM BUILDING,FALSE,1034,31,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1834,8,,
THEFT,OVER $500,FALSE,513,49,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,411,45,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1034,31,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,724,67,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2515,19,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,2024,3,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,724,67,,
THEFT,$500 AND UNDER,FALSE,624,69,,
THEFT,FROM BUILDING,FALSE,1833,8,,
THEFT,RETAIL THEFT,TRUE,112,32,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1531,25,,
BATTERY,SIMPLE,FALSE,1021,29,,
BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,FALSE,1121,23,,
CRIMINAL TRESPASS,TO LAND,TRUE,1414,22,,
THEFT,RETAIL THEFT,FALSE,431,51,,
ASSAULT,SIMPLE,FALSE,732,68,,
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,FALSE,913,60,,
BATTERY,AGGRAVATED: OTHER DANG WEAPON,FALSE,213,35,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,731,69,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1822,8,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1931,5,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,FALSE,2511,19,,
WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,FALSE,1914,3,,
THEFT,$500 AND UNDER,FALSE,2524,22,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,223,39,,
BATTERY,SIMPLE,FALSE,213,35,,
THEFT,FROM BUILDING,FALSE,831,66,,
ASSAULT,AGG PO HANDS NO/MIN INJURY,TRUE,2211,74,,
BATTERY,SIMPLE,FALSE,1122,23,,
THEFT,$500 AND UNDER,FALSE,1623,15,,
BURGLARY,FORCIBLE ENTRY,FALSE,2213,73,,
BURGLARY,UNLAWFUL ENTRY,FALSE,2232,49,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,1924,6,,
BATTERY,SIMPLE,FALSE,1112,23,,
THEFT,FROM BUILDING,FALSE,1023,29,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,914,60,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,2222,71,,
THEFT,$500 AND UNDER,FALSE,1231,28,,
ASSAULT,SIMPLE,FALSE,532,53,,
BURGLARY,FORCIBLE ENTRY,FALSE,631,44,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,832,66,,
OTHER OFFENSE,OTHER VEHICLE OFFENSE,TRUE,713,67,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,726,67,,
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,FALSE,1834,8,,
HOMICIDE,FIRST DEGREE MURDER,FALSE,611,71,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1731,16,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,2413,2,,
THEFT,FROM BUILDING,FALSE,133,33,,
ROBBERY,AGGRAVATED VEHICULAR HIJACKING,FALSE,923,63,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,421,43,,
PUBLIC PEACE VIOLATION,BOMB THREAT,FALSE,121,28,,
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,FALSE,725,67,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,TRUE,533,54,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1221,23,,
THEFT,$500 AND UNDER,FALSE,511,50,,
THEFT,$500 AND UNDER,FALSE,2211,74,,
THEFT,$500 AND UNDER,FALSE,1824,8,,
THEFT,RETAIL THEFT,FALSE,1913,3,,
THEFT,$500 AND UNDER,FALSE,1413,22,,
THEFT,RETAIL THEFT,TRUE,623,69,,
BURGLARY,UNLAWFUL ENTRY,FALSE,512,49,,
THEFT,OVER $500,FALSE,133,35,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,733,68,,
ASSAULT,SIMPLE,FALSE,1611,9,,
WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,TRUE,722,69,,
BURGLARY,FORCIBLE ENTRY,FALSE,2511,19,,
OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,FALSE,233,41,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,431,51,,
THEFT,FROM BUILDING,FALSE,1834,8,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1033,30,,
THEFT,OVER $500,FALSE,1213,24,,
BURGLARY,UNLAWFUL ENTRY,FALSE,133,35,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1112,23,,
THEFT,$500 AND UNDER,FALSE,1831,8,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,1225,28,,
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,FALSE,1713,13,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1921,5,,
THEFT,RETAIL THEFT,FALSE,834,70,,
BURGLARY,FORCIBLE ENTRY,FALSE,523,53,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,313,42,,
HOMICIDE,FIRST DEGREE MURDER,FALSE,431,51,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,1125,27,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,1833,8,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,1513,25,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1511,25,,
THEFT,$500 AND UNDER,TRUE,113,32,,
ROBBERY,ARMED: HANDGUN,FALSE,1013,30,,
BURGLARY,UNLAWFUL ENTRY,FALSE,412,45,,
BURGLARY,FORCIBLE ENTRY,FALSE,1134,27,,
BURGLARY,HOME INVASION,FALSE,2411,2,,
BATTERY,SIMPLE,FALSE,1133,27,,
THEFT,$500 AND UNDER,FALSE,1623,15,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,623,69,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1013,29,,
OTHER OFFENSE,LICENSE VIOLATION,FALSE,1722,14,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,725,67,,
THEFT,$500 AND UNDER,TRUE,612,71,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,622,44,,
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,FALSE,611,71,,
THEFT,RETAIL THEFT,TRUE,1722,15,,
BATTERY,SIMPLE,FALSE,2535,20,,
ARSON,BY FIRE,FALSE,815,57,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,222,39,,
BATTERY,SIMPLE,TRUE,821,57,,
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,FALSE,1115,26,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,1833,8,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1224,28,,
BURGLARY,FORCIBLE ENTRY,FALSE,2535,20,,
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,FALSE,421,43,,
ROBBERY,ARMED: HANDGUN,FALSE,1225,28,,
CRIMINAL TRESPASS,TO RESIDENCE,FALSE,1132,29,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,433,52,,
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,FALSE,1523,25,,
NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,TRUE,1532,25,,
BATTERY,AGGRAVATED: OTHER DANG WEAPON,FALSE,421,43,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,2515,19,,
ASSAULT,PRO EMP HANDS NO/MIN INJURY,FALSE,733,68,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,1412,21,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,612,71,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,FALSE,414,43,,
THEFT,$500 AND UNDER,FALSE,1722,14,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,931,61,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TRUE,434,51,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,1222,27,,
PUBLIC PEACE VIOLATION,BOMB THREAT,FALSE,1224,28,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,FALSE,614,71,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,631,44,,
BATTERY,SIMPLE,TRUE,2212,75,,
THEFT,OVER $500,FALSE,331,43,,
THEFT,OVER $500,FALSE,124,28,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1531,25,,
THEFT,$500 AND UNDER,FALSE,1522,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,421,43,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,1124,27,,
ASSAULT,SIMPLE,FALSE,1111,23,,
ASSAULT,SIMPLE,FALSE,832,66,,
OTHER OFFENSE,OTHER CRIME AGAINST PERSON,FALSE,1234,31,,
NARCOTICS,POSS: BARBITUATES,TRUE,332,43,,
BURGLARY,FORCIBLE ENTRY,FALSE,822,63,,
BATTERY,SIMPLE,FALSE,2535,23,,
THEFT,FROM BUILDING,FALSE,623,69,,
THEFT,FROM BUILDING,FALSE,122,32,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,233,41,,
DECEPTIVE PRACTICE,BOGUS CHECK,FALSE,1724,14,,
CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,FALSE,2531,25,,
THEFT,FROM BUILDING,FALSE,634,49,,
WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,TRUE,1134,29,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1412,22,,
OTHER OFFENSE,TELEPHONE THREAT,TRUE,323,69,,
NARCOTICS,POSS: COCAINE,TRUE,2515,19,,
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,FALSE,813,65,,
ASSAULT,SIMPLE,FALSE,513,49,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,1133,27,,
THEFT,$500 AND UNDER,FALSE,412,45,,
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,FALSE,924,61,,
THEFT,OVER $500,FALSE,314,42,,
THEFT,FROM BUILDING,FALSE,1233,31,,
ASSAULT,SIMPLE,FALSE,1234,31,,
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,TRUE,1131,26,,
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,FALSE,1925,6,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,511,49,,
BURGLARY,FORCIBLE ENTRY,FALSE,1634,15,,
THEFT,$500 AND UNDER,FALSE,1912,5,,
OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,TRUE,2531,25,,
ROBBERY,ATTEMPT: ARMED-HANDGUN,FALSE,431,51,,
CRIMINAL TRESPASS,TO LAND,FALSE,1432,22,,
BURGLARY,FORCIBLE ENTRY,FALSE,421,43,,
BURGLARY,UNLAWFUL ENTRY,FALSE,925,37,,
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,FALSE,2013,77,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,413,48,,
ROBBERY,ARMED: HANDGUN,FALSE,834,70,,
THEFT,FROM BUILDING,FALSE,122,32,,
BURGLARY,FORCIBLE ENTRY,FALSE,1731,16,,
THEFT,OVER $500,FALSE,1432,22,,
THEFT,FROM BUILDING,FALSE,1235,31,,
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,FALSE,1011,29,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1524,25,,
BURGLARY,FORCIBLE ENTRY,FALSE,1022,29,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,234,41,,
THEFT,FROM BUILDING,FALSE,1233,28,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,224,38,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,TRUE,1134,27,,
BURGLARY,UNLAWFUL ENTRY,FALSE,2423,1,,
BURGLARY,FORCIBLE ENTRY,FALSE,834,70,,
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,FALSE,1912,6,,
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,FALSE,1611,10,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,FALSE,711,68,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1212,24,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1233,28,,
THEFT,$500 AND UNDER,TRUE,1032,30,,
PUBLIC PEACE VIOLATION,PEEPING TOM,FALSE,2422,1,,
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,TRUE,1533,25,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,133,35,,
THEFT,RETAIL THEFT,FALSE,112,32,,
CRIMINAL DAMAGE,TO PROPERTY,TRUE,112,32,,
HOMICIDE,FIRST DEGREE MURDER,FALSE,1113,25,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,2232,73,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,2223,73,,
BATTERY,SIMPLE,FALSE,212,35,,
CRIMINAL TRESPASS,TO VEHICLE,FALSE,1722,15,,
BURGLARY,FORCIBLE ENTRY,FALSE,1733,16,,
PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,TRUE,1212,24,,
THEFT,$500 AND UNDER,FALSE,333,43,,
THEFT,OVER $500,FALSE,1222,28,,
ASSAULT,SIMPLE,FALSE,933,61,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,421,43,,
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,FALSE,713,67,,
ROBBERY,VEHICULAR HIJACKING,FALSE,734,67,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,831,66,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,FALSE,1624,15,,
CRIM SEXUAL ASSAULT,ATTEMPT AGG: OTHER,FALSE,523,53,,
BURGLARY,ATTEMPT FORCIBLE ENTRY,FALSE,233,41,,
BATTERY,SIMPLE,FALSE,1634,15,,
ASSAULT,SIMPLE,FALSE,1134,27,,
THEFT,OVER $500,FALSE,1633,17,,
THEFT,$500 AND UNDER,FALSE,932,61,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,723,68,,
THEFT,$500 AND UNDER,FALSE,431,51,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,121,28,,
INTIMIDATION,EXTORTION,FALSE,1612,9,,
NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,TRUE,2525,22,,
ASSAULT,PRO EMP HANDS NO/MIN INJURY,FALSE,1822,8,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,624,69,,
THEFT,FROM BUILDING,FALSE,235,41,,
